"state","state_abbreviation","county","fips","party","winner"
"Oklahoma","OK","Nowata",40105,"Democrat","Bernie Sanders"
"Oklahoma","OK","Okfuskee",40107,"Democrat","Bernie Sanders"
"Oklahoma","OK","Oklahoma",40109,"Democrat","Hillary Clinton"
"Oklahoma","OK","Okmulgee",40111,"Democrat","Bernie Sanders"
"Oklahoma","OK","Payne",40119,"Democrat","Bernie Sanders"
"Oklahoma","OK","Pittsburg",40121,"Democrat","Bernie Sanders"
"Oklahoma","OK","Pottawatomie",40125,"Democrat","Bernie Sanders"
"Oklahoma","OK","Pushmataha",40127,"Democrat","Bernie Sanders"
"Oklahoma","OK","Roger Mills",40129,"Democrat","Bernie Sanders"
"Oklahoma","OK","Rogers",40131,"Democrat","Bernie Sanders"
"Oklahoma","OK","Sequoyah",40135,"Democrat","Bernie Sanders"
"Oklahoma","OK","Tillman",40141,"Democrat","Bernie Sanders"
"Oklahoma","OK","Tulsa",40143,"Democrat","Bernie Sanders"
"Oklahoma","OK","Wagoner",40145,"Democrat","Bernie Sanders"
"Oklahoma","OK","Washita",40149,"Democrat","Bernie Sanders"
"Oklahoma","OK","Woods",40151,"Democrat","Bernie Sanders"
"Oklahoma","OK","Woodward",40153,"Democrat","Bernie Sanders"
"Oregon","OR","Clackamas",41005,"Democrat","Bernie Sanders"
"Oregon","OR","Clatsop",41007,"Democrat","Bernie Sanders"
"Oregon","OR","Crook",41013,"Democrat","Bernie Sanders"
"Oregon","OR","Deschutes",41017,"Democrat","Bernie Sanders"
"Oregon","OR","Gilliam",41021,"Democrat","Hillary Clinton"
"Oregon","OR","Harney",41025,"Democrat","Bernie Sanders"
"Oregon","OR","Hood River",41027,"Democrat","Bernie Sanders"
"Oregon","OR","Josephine",41033,"Democrat","Bernie Sanders"
"Oregon","OR","Klamath",41035,"Democrat","Bernie Sanders"
"Oregon","OR","Lane",41039,"Democrat","Bernie Sanders"
"Oregon","OR","Linn",41043,"Democrat","Bernie Sanders"
"Oregon","OR","Malheur",41045,"Democrat","Bernie Sanders"
"Oregon","OR","Morrow",41049,"Democrat","Bernie Sanders"
"Oregon","OR","Multnomah",41051,"Democrat","Bernie Sanders"
"Oregon","OR","Tillamook",41057,"Democrat","Bernie Sanders"
"Oregon","OR","Umatilla",41059,"Democrat","Bernie Sanders"
"Oregon","OR","Wallowa",41063,"Democrat","Bernie Sanders"
"Oregon","OR","Wasco",41065,"Democrat","Bernie Sanders"
"Oregon","OR","Yamhill",41071,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Allegheny",42003,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Beaver",42007,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Berks",42011,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Blair",42013,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Bucks",42017,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Cambria",42021,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Centre",42027,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Clarion",42031,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Clearfield",42033,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Dauphin",42043,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Elk",42047,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Forest",42053,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Huntingdon",42061,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Indiana",42063,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Juniata",42067,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Lackawanna",42069,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Lehigh",42077,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Luzerne",42079,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Lycoming",42081,"Democrat","Bernie Sanders"
"Pennsylvania","PA","McKean",42083,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Mifflin",42087,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Montour",42093,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Philadelphia",42101,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Potter",42105,"Democrat","Bernie Sanders"
"Pennsylvania","PA","Schuylkill",42107,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Snyder",42109,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Susquehanna",42115,"Democrat","Hillary Clinton"
"Pennsylvania","PA","Venango",42121,"Democrat","Bernie Sanders"
"Rhode Island","RI","Barrington",94400001,"Democrat","Hillary Clinton"
"Rhode Island","RI","Burrillville",94400003,"Democrat","Bernie Sanders"
"Rhode Island","RI","Central Falls",94400004,"Democrat","Hillary Clinton"
"Rhode Island","RI","Charlestown",94400005,"Democrat","Bernie Sanders"
"Rhode Island","RI","Cranston",94400007,"Democrat","Bernie Sanders"
"Rhode Island","RI","East Greenwich",94400009,"Democrat","Hillary Clinton"
"Rhode Island","RI","East Providence",94400010,"Democrat","Bernie Sanders"
"Rhode Island","RI","Foster",94400012,"Democrat","Bernie Sanders"
"Rhode Island","RI","Glocester",94400013,"Democrat","Bernie Sanders"
"Rhode Island","RI","Hopkinton",94400014,"Democrat","Bernie Sanders"
"Rhode Island","RI","Jamestown",94400015,"Democrat","Bernie Sanders"
"Rhode Island","RI","Little Compton",94400018,"Democrat","Bernie Sanders"
"Rhode Island","RI","Mail Ballots C.D. 1",94400040,"Democrat","Hillary Clinton"
"Rhode Island","RI","Mail Ballots C.D. 2",94400041,"Democrat","Hillary Clinton"
"Rhode Island","RI","Middletown",94400019,"Democrat","Bernie Sanders"
"Rhode Island","RI","Narragansett",94400020,"Democrat","Bernie Sanders"
"Rhode Island","RI","New Shoreham",94400022,"Democrat","Bernie Sanders"
"Rhode Island","RI","North Kingstown",94400023,"Democrat","Bernie Sanders"
"Rhode Island","RI","North Providence",94400024,"Democrat","Bernie Sanders"
"Rhode Island","RI","North Smithfield",94400025,"Democrat","Bernie Sanders"
"Rhode Island","RI","Pawtucket",94400026,"Democrat","Hillary Clinton"
"Rhode Island","RI","Providence",94400028,"Democrat","Bernie Sanders"
"Rhode Island","RI","Scituate",94400030,"Democrat","Bernie Sanders"
"Rhode Island","RI","South Kingstown",94400032,"Democrat","Bernie Sanders"
"Rhode Island","RI","Tiverton",94400033,"Democrat","Bernie Sanders"
"Rhode Island","RI","West Greenwich",94400037,"Democrat","Bernie Sanders"
"Rhode Island","RI","West Warwick",94400038,"Democrat","Bernie Sanders"
"Rhode Island","RI","Westerly",94400036,"Democrat","Bernie Sanders"
"Rhode Island","RI","Woonsocket",94400039,"Democrat","Bernie Sanders"
"South Carolina","SC","Abbeville",45001,"Democrat","Hillary Clinton"
"South Carolina","SC","Aiken",45003,"Democrat","Hillary Clinton"
"South Carolina","SC","Allendale",45005,"Democrat","Hillary Clinton"
"South Carolina","SC","Bamberg",45009,"Democrat","Hillary Clinton"
"South Carolina","SC","Barnwell",45011,"Democrat","Hillary Clinton"
"South Carolina","SC","Beaufort",45013,"Democrat","Hillary Clinton"
"South Carolina","SC","Berkeley",45015,"Democrat","Hillary Clinton"
"South Carolina","SC","Cherokee",45021,"Democrat","Hillary Clinton"
"South Carolina","SC","Chesterfield",45025,"Democrat","Hillary Clinton"
"South Carolina","SC","Clarendon",45027,"Democrat","Hillary Clinton"
"South Carolina","SC","Colleton",45029,"Democrat","Hillary Clinton"
"South Carolina","SC","Darlington",45031,"Democrat","Hillary Clinton"
"South Carolina","SC","Dillon",45033,"Democrat","Hillary Clinton"
"South Carolina","SC","Dorchester",45035,"Democrat","Hillary Clinton"
"South Carolina","SC","Edgefield",45037,"Democrat","Hillary Clinton"
"South Carolina","SC","Fairfield",45039,"Democrat","Hillary Clinton"
"South Carolina","SC","Florence",45041,"Democrat","Hillary Clinton"
"South Carolina","SC","Georgetown",45043,"Democrat","Hillary Clinton"
"South Carolina","SC","Greenville",45045,"Democrat","Hillary Clinton"
"South Carolina","SC","Greenwood",45047,"Democrat","Hillary Clinton"
"South Carolina","SC","Hampton",45049,"Democrat","Hillary Clinton"
"South Carolina","SC","Horry",45051,"Democrat","Hillary Clinton"
"South Carolina","SC","Kershaw",45055,"Democrat","Hillary Clinton"
"South Carolina","SC","Marlboro",45069,"Democrat","Hillary Clinton"
"South Carolina","SC","McCormick",45065,"Democrat","Hillary Clinton"
"South Carolina","SC","Newberry",45071,"Democrat","Hillary Clinton"
"South Carolina","SC","Oconee",45073,"Democrat","Hillary Clinton"
"South Carolina","SC","Orangeburg",45075,"Democrat","Hillary Clinton"
"South Carolina","SC","Saluda",45081,"Democrat","Hillary Clinton"
"South Carolina","SC","Spartanburg",45083,"Democrat","Hillary Clinton"
"South Carolina","SC","Sumter",45085,"Democrat","Hillary Clinton"
"South Carolina","SC","Union",45087,"Democrat","Hillary Clinton"
"South Carolina","SC","Williamsburg",45089,"Democrat","Hillary Clinton"
"South Dakota","SD","Aurora",46003,"Democrat","Hillary Clinton"
"South Dakota","SD","Beadle",46005,"Democrat","Hillary Clinton"
"South Dakota","SD","Bennett",46007,"Democrat","Bernie Sanders"
"South Dakota","SD","Bon Homme",46009,"Democrat","Hillary Clinton"
"South Dakota","SD","Brookings",46011,"Democrat","Hillary Clinton"
"South Dakota","SD","Brule",46015,"Democrat","Bernie Sanders"
"South Dakota","SD","Charles Mix",46023,"Democrat","Hillary Clinton"
"South Dakota","SD","Codington",46029,"Democrat","Hillary Clinton"
"South Dakota","SD","Corson",46031,"Democrat","Bernie Sanders"
"South Dakota","SD","Davison",46035,"Democrat","Hillary Clinton"
"South Dakota","SD","Day",46037,"Democrat","Hillary Clinton"
"South Dakota","SD","Dewey",46041,"Democrat","Bernie Sanders"
"South Dakota","SD","Edmunds",46045,"Democrat","Hillary Clinton"
"South Dakota","SD","Fall River",46047,"Democrat","Bernie Sanders"
"South Dakota","SD","Faulk",46049,"Democrat","Hillary Clinton"
"South Dakota","SD","Gregory",46053,"Democrat","Hillary Clinton"
"South Dakota","SD","Haakon",46055,"Democrat","Bernie Sanders"
"South Dakota","SD","Hand",46059,"Democrat","Hillary Clinton"
"South Dakota","SD","Harding",46063,"Democrat","Bernie Sanders"
"South Dakota","SD","Hyde",46069,"Democrat","Hillary Clinton"
"South Dakota","SD","Jerauld",46073,"Democrat","Hillary Clinton"
"South Dakota","SD","Kingsbury",46077,"Democrat","Hillary Clinton"
"South Dakota","SD","McCook",46087,"Democrat","Hillary Clinton"
"South Dakota","SD","Meade",46093,"Democrat","Bernie Sanders"
"South Dakota","SD","Mellette",46095,"Democrat","Bernie Sanders"
"South Dakota","SD","Miner",46097,"Democrat","Hillary Clinton"
"South Dakota","SD","Minnehaha",46099,"Democrat","Hillary Clinton"
"South Dakota","SD","Moody",46101,"Democrat","Hillary Clinton"
"South Dakota","SD","Oglala Lakota",46113,"Democrat","Bernie Sanders"
"South Dakota","SD","Pennington",46103,"Democrat","Bernie Sanders"
"South Dakota","SD","Sanborn",46111,"Democrat","Hillary Clinton"
"South Dakota","SD","Spink",46115,"Democrat","Hillary Clinton"
"South Dakota","SD","Stanley",46117,"Democrat","Bernie Sanders"
"South Dakota","SD","Sully",46119,"Democrat","Bernie Sanders"
"South Dakota","SD","Todd",46121,"Democrat","Bernie Sanders"
"South Dakota","SD","Tripp",46123,"Democrat","Bernie Sanders"
"South Dakota","SD","Yankton",46135,"Democrat","Hillary Clinton"
"South Dakota","SD","Ziebach",46137,"Democrat","Bernie Sanders"
"Tennessee","TN","Bedford",47003,"Democrat","Hillary Clinton"
"Tennessee","TN","Bledsoe",47007,"Democrat","Hillary Clinton"
"Tennessee","TN","Campbell",47013,"Democrat","Hillary Clinton"
"Tennessee","TN","Cannon",47015,"Democrat","Hillary Clinton"
"Tennessee","TN","Cheatham",47021,"Democrat","Hillary Clinton"
"Tennessee","TN","Cocke",47029,"Democrat","Hillary Clinton"
"Tennessee","TN","Crockett",47033,"Democrat","Hillary Clinton"
"Tennessee","TN","Davidson",47037,"Democrat","Hillary Clinton"
"Tennessee","TN","Dickson",47043,"Democrat","Hillary Clinton"
"Tennessee","TN","Dyer",47045,"Democrat","Hillary Clinton"
"Tennessee","TN","Fayette",47047,"Democrat","Hillary Clinton"
"Tennessee","TN","Fentress",47049,"Democrat","Hillary Clinton"
"Tennessee","TN","Gibson",47053,"Democrat","Hillary Clinton"
"Tennessee","TN","Giles",47055,"Democrat","Hillary Clinton"
"Tennessee","TN","Grainger",47057,"Democrat","Hillary Clinton"
"Tennessee","TN","Grundy",47061,"Democrat","Hillary Clinton"
"Tennessee","TN","Hamblen",47063,"Democrat","Hillary Clinton"
"Tennessee","TN","Hardeman",47069,"Democrat","Hillary Clinton"
"Tennessee","TN","Hardin",47071,"Democrat","Hillary Clinton"
"Tennessee","TN","Hawkins",47073,"Democrat","Hillary Clinton"
"Tennessee","TN","Haywood",47075,"Democrat","Hillary Clinton"
"Tennessee","TN","Hickman",47081,"Democrat","Hillary Clinton"
"Tennessee","TN","Lake",47095,"Democrat","Hillary Clinton"
"Tennessee","TN","Loudon",47105,"Democrat","Hillary Clinton"
"Tennessee","TN","Maury",47119,"Democrat","Hillary Clinton"
"Tennessee","TN","McMinn",47107,"Democrat","Hillary Clinton"
"Tennessee","TN","McNairy",47109,"Democrat","Hillary Clinton"
"Tennessee","TN","Meigs",47121,"Democrat","Hillary Clinton"
"Tennessee","TN","Moore",47127,"Democrat","Hillary Clinton"
"Tennessee","TN","Obion",47131,"Democrat","Hillary Clinton"
"Tennessee","TN","Overton",47133,"Democrat","Hillary Clinton"
"Tennessee","TN","Pickett",47137,"Democrat","Hillary Clinton"
"Tennessee","TN","Rhea",47143,"Democrat","Hillary Clinton"
"Tennessee","TN","Roane",47145,"Democrat","Hillary Clinton"
"Tennessee","TN","Rutherford",47149,"Democrat","Hillary Clinton"
"Tennessee","TN","Sequatchie",47153,"Democrat","Hillary Clinton"
"Tennessee","TN","Shelby",47157,"Democrat","Hillary Clinton"
"Tennessee","TN","Tipton",47167,"Democrat","Hillary Clinton"
"Tennessee","TN","Trousdale",47169,"Democrat","Hillary Clinton"
"Tennessee","TN","Unicoi",47171,"Democrat","Bernie Sanders"
"Tennessee","TN","Weakley",47183,"Democrat","Hillary Clinton"
"Tennessee","TN","Williamson",47187,"Democrat","Hillary Clinton"
"Texas","TX","Anderson",48001,"Democrat","Hillary Clinton"
"Texas","TX","Andrews",48003,"Democrat","Hillary Clinton"
"Texas","TX","Angelina",48005,"Democrat","Hillary Clinton"
"Texas","TX","Aransas",48007,"Democrat","Hillary Clinton"
"Texas","TX","Archer",48009,"Democrat","Hillary Clinton"
"Texas","TX","Armstrong",48011,"Democrat","Bernie Sanders"
"Texas","TX","Atascosa",48013,"Democrat","Hillary Clinton"
"Texas","TX","Austin",48015,"Democrat","Hillary Clinton"
"Texas","TX","Bailey",48017,"Democrat","Hillary Clinton"
"Texas","TX","Bandera",48019,"Democrat","Hillary Clinton"
"Texas","TX","Bastrop",48021,"Democrat","Hillary Clinton"
"Texas","TX","Baylor",48023,"Democrat","Hillary Clinton"
"Texas","TX","Bee",48025,"Democrat","Hillary Clinton"
"Texas","TX","Bell",48027,"Democrat","Hillary Clinton"
"Texas","TX","Bexar",48029,"Democrat","Hillary Clinton"
"Texas","TX","Blanco",48031,"Democrat","Hillary Clinton"
"Texas","TX","Borden",48033,"Democrat","Hillary Clinton"
"Texas","TX","Bosque",48035,"Democrat","Hillary Clinton"
"Texas","TX","Bowie",48037,"Democrat","Hillary Clinton"
"Texas","TX","Brazoria",48039,"Democrat","Hillary Clinton"
"Texas","TX","Brazos",48041,"Democrat","Bernie Sanders"
"Texas","TX","Briscoe",48045,"Democrat","Hillary Clinton"
"Texas","TX","Burleson",48051,"Democrat","Hillary Clinton"
"Texas","TX","Burnet",48053,"Democrat","Hillary Clinton"
"Texas","TX","Caldwell",48055,"Democrat","Hillary Clinton"
"Texas","TX","Callahan",48059,"Democrat","Bernie Sanders"
"Texas","TX","Cameron",48061,"Democrat","Hillary Clinton"
"Texas","TX","Camp",48063,"Democrat","Hillary Clinton"
"Texas","TX","Carson",48065,"Democrat","Hillary Clinton"
"Texas","TX","Cass",48067,"Democrat","Hillary Clinton"
"Texas","TX","Castro",48069,"Democrat","Hillary Clinton"
"Texas","TX","Childress",48075,"Democrat","Hillary Clinton"
"Texas","TX","Cochran",48079,"Democrat","Hillary Clinton"
"Texas","TX","Coke",48081,"Democrat","Bernie Sanders"
"Texas","TX","Coke",48081,"Democrat","Hillary Clinton"
"Texas","TX","Coleman",48083,"Democrat","Hillary Clinton"
"Texas","TX","Collin",48085,"Democrat","Hillary Clinton"
"Texas","TX","Collingsworth",48087,"Democrat","Hillary Clinton"
"Texas","TX","Colorado",48089,"Democrat","Hillary Clinton"
"Texas","TX","Comal",48091,"Democrat","Hillary Clinton"
"Texas","TX","Comanche",48093,"Democrat","Hillary Clinton"
"Texas","TX","Concho",48095,"Democrat","Hillary Clinton"
"Texas","TX","Cooke",48097,"Democrat","Hillary Clinton"
"Texas","TX","Coryell",48099,"Democrat","Hillary Clinton"
"Texas","TX","Cottle",48101,"Democrat","Hillary Clinton"
"Texas","TX","Crane",48103,"Democrat","Hillary Clinton"
"Texas","TX","Crosby",48107,"Democrat","Hillary Clinton"
"Texas","TX","Culberson",48109,"Democrat","Hillary Clinton"
"Texas","TX","Dallam",48111,"Democrat","Hillary Clinton"
"Texas","TX","Dawson",48115,"Democrat","Hillary Clinton"
"Texas","TX","De Witt",48123,"Democrat","Hillary Clinton"
"Texas","TX","Deaf Smith",48117,"Democrat","Hillary Clinton"
"Texas","TX","Denton",48121,"Democrat","Hillary Clinton"
"Texas","TX","Dickens",48125,"Democrat","Hillary Clinton"
"Texas","TX","Dimmit",48127,"Democrat","Hillary Clinton"
"Texas","TX","Donley",48129,"Democrat","Bernie Sanders"
"Texas","TX","Duval",48131,"Democrat","Hillary Clinton"
"Texas","TX","Eastland",48133,"Democrat","Hillary Clinton"
"Texas","TX","Ector",48135,"Democrat","Hillary Clinton"
"Texas","TX","Edwards",48137,"Democrat","Hillary Clinton"
"Texas","TX","El Paso",48141,"Democrat","Hillary Clinton"
"Texas","TX","Ellis",48139,"Democrat","Hillary Clinton"
"Texas","TX","Erath",48143,"Democrat","Hillary Clinton"
"Texas","TX","Falls",48145,"Democrat","Hillary Clinton"
"Texas","TX","Fannin",48147,"Democrat","Hillary Clinton"
"Texas","TX","Fisher",48151,"Democrat","Hillary Clinton"
"Texas","TX","Foard",48155,"Democrat","Bernie Sanders"
"Texas","TX","Fort Bend",48157,"Democrat","Hillary Clinton"
"Texas","TX","Freestone",48161,"Democrat","Hillary Clinton"
"Texas","TX","Frio",48163,"Democrat","Hillary Clinton"
"Texas","TX","Gaines",48165,"Democrat","Hillary Clinton"
"Texas","TX","Galveston",48167,"Democrat","Hillary Clinton"
"Texas","TX","Garza",48169,"Democrat","Hillary Clinton"
"Texas","TX","Gillespie",48171,"Democrat","Hillary Clinton"
"Texas","TX","Glasscock",48173,"Democrat","Bernie Sanders"
"Texas","TX","Glasscock",48173,"Democrat","Hillary Clinton"
"Texas","TX","Goliad",48175,"Democrat","Hillary Clinton"
"Texas","TX","Gonzales",48177,"Democrat","Hillary Clinton"
"Texas","TX","Grayson",48181,"Democrat","Hillary Clinton"
"Texas","TX","Gregg",48183,"Democrat","Hillary Clinton"
"Texas","TX","Grimes",48185,"Democrat","Hillary Clinton"
"Texas","TX","Guadalupe",48187,"Democrat","Hillary Clinton"
"Texas","TX","Hall",48191,"Democrat","Hillary Clinton"
"Texas","TX","Hansford",48195,"Democrat","Hillary Clinton"
"Texas","TX","Harrison",48203,"Democrat","Hillary Clinton"
"Texas","TX","Hartley",48205,"Democrat","Hillary Clinton"
"Texas","TX","Haskell",48207,"Democrat","Hillary Clinton"
"Texas","TX","Hays",48209,"Democrat","Bernie Sanders"
"Texas","TX","Hemphill",48211,"Democrat","Hillary Clinton"
"Texas","TX","Henderson",48213,"Democrat","Hillary Clinton"
"Texas","TX","Hidalgo",48215,"Democrat","Hillary Clinton"
"Texas","TX","Hill",48217,"Democrat","Hillary Clinton"
"Texas","TX","Hockley",48219,"Democrat","Hillary Clinton"
"Texas","TX","Hood",48221,"Democrat","Hillary Clinton"
"Texas","TX","Hopkins",48223,"Democrat","Hillary Clinton"
"Texas","TX","Houston",48225,"Democrat","Hillary Clinton"
"Texas","TX","Hudspeth",48229,"Democrat","Hillary Clinton"
"Texas","TX","Hunt",48231,"Democrat","Hillary Clinton"
"Texas","TX","Hutchinson",48233,"Democrat","Hillary Clinton"
"Texas","TX","Irion",48235,"Democrat","Hillary Clinton"
"Texas","TX","Jack",48237,"Democrat","Hillary Clinton"
"Texas","TX","Jim Hogg",48247,"Democrat","Hillary Clinton"
"Texas","TX","Jim Wells",48249,"Democrat","Hillary Clinton"
"Texas","TX","Karnes",48255,"Democrat","Hillary Clinton"
"Texas","TX","Kaufman",48257,"Democrat","Hillary Clinton"
"Texas","TX","Kenedy",48261,"Democrat","Hillary Clinton"
"Texas","TX","Kerr",48265,"Democrat","Hillary Clinton"
"Texas","TX","Kimble",48267,"Democrat","Bernie Sanders"
"Texas","TX","Kinney",48271,"Democrat","Hillary Clinton"
"Texas","TX","Kleberg",48273,"Democrat","Hillary Clinton"
"Texas","TX","La Salle",48283,"Democrat","Hillary Clinton"
"Texas","TX","La Vaca",48285,"Democrat","Hillary Clinton"
"Texas","TX","Lamb",48279,"Democrat","Hillary Clinton"
"Texas","TX","Lampasas",48281,"Democrat","Hillary Clinton"
"Texas","TX","Leon",48289,"Democrat","Hillary Clinton"
"Texas","TX","Limestone",48293,"Democrat","Hillary Clinton"
"Texas","TX","Lipscomb",48295,"Democrat","Hillary Clinton"
"Texas","TX","Live Oak",48297,"Democrat","Hillary Clinton"
"Texas","TX","Llano",48299,"Democrat","Hillary Clinton"
"Texas","TX","Loving",48301,"Democrat","Bernie Sanders"
"Texas","TX","Lubbock",48303,"Democrat","Hillary Clinton"
"Texas","TX","Lynn",48305,"Democrat","Hillary Clinton"
"Texas","TX","Matagorda",48321,"Democrat","Hillary Clinton"
"Texas","TX","Maverick",48323,"Democrat","Hillary Clinton"
"Texas","TX","McCulloch",48307,"Democrat","Hillary Clinton"
"Texas","TX","McLennan",48309,"Democrat","Hillary Clinton"
"Texas","TX","McMullen",48311,"Democrat","Hillary Clinton"
"Texas","TX","Medina",48325,"Democrat","Hillary Clinton"
"Texas","TX","Menard",48327,"Democrat","Hillary Clinton"
"Texas","TX","Midland",48329,"Democrat","Hillary Clinton"
"Texas","TX","Milam",48331,"Democrat","Hillary Clinton"
"Texas","TX","Mills",48333,"Democrat","Hillary Clinton"
"Texas","TX","Morris",48343,"Democrat","Hillary Clinton"
"Texas","TX","Motley",48345,"Democrat","Hillary Clinton"
"Texas","TX","Nacogdoches",48347,"Democrat","Hillary Clinton"
"Texas","TX","Navarro",48349,"Democrat","Hillary Clinton"
"Texas","TX","Nolan",48353,"Democrat","Hillary Clinton"
"Texas","TX","Nueces",48355,"Democrat","Hillary Clinton"
"Texas","TX","Ochiltree",48357,"Democrat","Hillary Clinton"
"Texas","TX","Oldham",48359,"Democrat","Hillary Clinton"
"Texas","TX","Palo Pinto",48363,"Democrat","Hillary Clinton"
"Texas","TX","Parker",48367,"Democrat","Hillary Clinton"
"Texas","TX","Parmer",48369,"Democrat","Hillary Clinton"
"Texas","TX","Pecos",48371,"Democrat","Hillary Clinton"
"Texas","TX","Polk",48373,"Democrat","Hillary Clinton"
"Texas","TX","Presidio",48377,"Democrat","Hillary Clinton"
"Texas","TX","Rains",48379,"Democrat","Hillary Clinton"
"Texas","TX","Randall",48381,"Democrat","Hillary Clinton"
"Texas","TX","Reagan",48383,"Democrat","Hillary Clinton"
"Texas","TX","Real",48385,"Democrat","Hillary Clinton"
"Texas","TX","Red River",48387,"Democrat","Hillary Clinton"
"Texas","TX","Reeves",48389,"Democrat","Hillary Clinton"
"Texas","TX","Refugio",48391,"Democrat","Hillary Clinton"
"Texas","TX","Roberts",48393,"Democrat","Hillary Clinton"
"Texas","TX","Robertson",48395,"Democrat","Hillary Clinton"
"Texas","TX","Rockwall",48397,"Democrat","Hillary Clinton"
"Texas","TX","Runnels",48399,"Democrat","Hillary Clinton"
"Texas","TX","Rusk",48401,"Democrat","Hillary Clinton"
"Texas","TX","Sabine",48403,"Democrat","Hillary Clinton"
"Texas","TX","San Augustine",48405,"Democrat","Hillary Clinton"
"Texas","TX","San Jacinto",48407,"Democrat","Hillary Clinton"
"Texas","TX","San Patricio",48409,"Democrat","Hillary Clinton"
"Texas","TX","San Saba",48411,"Democrat","Hillary Clinton"
"Texas","TX","Schleicher",48413,"Democrat","Hillary Clinton"
"Texas","TX","Scurry",48415,"Democrat","Hillary Clinton"
"Texas","TX","Shackelford",48417,"Democrat","Hillary Clinton"
"Texas","TX","Somervell",48425,"Democrat","Hillary Clinton"
"Texas","TX","Starr",48427,"Democrat","Hillary Clinton"
"Texas","TX","Stonewall",48433,"Democrat","Hillary Clinton"
"Texas","TX","Swisher",48437,"Democrat","Hillary Clinton"
"Texas","TX","Tarrant",48439,"Democrat","Hillary Clinton"
"Texas","TX","Terry",48445,"Democrat","Hillary Clinton"
"Texas","TX","Throckmorton",48447,"Democrat","Hillary Clinton"
"Texas","TX","Titus",48449,"Democrat","Hillary Clinton"
"Texas","TX","Tom Green",48451,"Democrat","Hillary Clinton"
"Texas","TX","Travis",48453,"Democrat","Bernie Sanders"
"Texas","TX","Trinity",48455,"Democrat","Hillary Clinton"
"Texas","TX","Tyler",48457,"Democrat","Hillary Clinton"
"Texas","TX","Upshur",48459,"Democrat","Hillary Clinton"
"Texas","TX","Uvalde",48463,"Democrat","Hillary Clinton"
"Texas","TX","Val Verde",48465,"Democrat","Hillary Clinton"
"Texas","TX","Van Zandt",48467,"Democrat","Hillary Clinton"
"Texas","TX","Victoria",48469,"Democrat","Hillary Clinton"
"Texas","TX","Waller",48473,"Democrat","Hillary Clinton"
"Texas","TX","Ward",48475,"Democrat","Hillary Clinton"
"Texas","TX","Webb",48479,"Democrat","Hillary Clinton"
"Texas","TX","Wharton",48481,"Democrat","Hillary Clinton"
"Texas","TX","Wichita",48485,"Democrat","Hillary Clinton"
"Texas","TX","Wilbarger",48487,"Democrat","Hillary Clinton"
"Texas","TX","Willacy",48489,"Democrat","Hillary Clinton"
"Texas","TX","Wilson",48493,"Democrat","Hillary Clinton"
"Texas","TX","Winkler",48495,"Democrat","Hillary Clinton"
"Texas","TX","Wise",48497,"Democrat","Hillary Clinton"
"Texas","TX","Wood",48499,"Democrat","Hillary Clinton"
"Texas","TX","Yoakum",48501,"Democrat","Bernie Sanders"
"Texas","TX","Young",48503,"Democrat","Hillary Clinton"
"Texas","TX","Zapata",48505,"Democrat","Hillary Clinton"
"Texas","TX","Zavala",48507,"Democrat","Hillary Clinton"
"Utah","UT","Box Elder",49003,"Democrat","Bernie Sanders"
"Utah","UT","Cache",49005,"Democrat","Bernie Sanders"
"Utah","UT","Carbon",49007,"Democrat","Bernie Sanders"
"Utah","UT","Daggett",49009,"Democrat","Bernie Sanders"
"Utah","UT","Davis",49011,"Democrat","Bernie Sanders"
"Utah","UT","Duchesne",49013,"Democrat","Bernie Sanders"
"Utah","UT","Emery",49015,"Democrat","Bernie Sanders"
"Utah","UT","Garfield",49017,"Democrat","Bernie Sanders"
"Utah","UT","Grand",49019,"Democrat","Bernie Sanders"
"Utah","UT","Iron",49021,"Democrat","Bernie Sanders"
"Utah","UT","Juab",49023,"Democrat","Bernie Sanders"
"Utah","UT","Kane",49025,"Democrat","Bernie Sanders"
"Utah","UT","Millard",49027,"Democrat","Bernie Sanders"
