"state","state_abbreviation","county","fips","party","winner"
"Maine","ME","St. John Plt.",92300393,"Democrat","Bernie Sanders"
"Maine","ME","St. John Plt.",92300393,"Democrat","Hillary Clinton"
"Maine","ME","Stacyville",92300422,"Democrat","Bernie Sanders"
"Maine","ME","Stacyville",92300422,"Democrat","Hillary Clinton"
"Maine","ME","Standish",92300423,"Democrat","Bernie Sanders"
"Maine","ME","Starks",92300424,"Democrat","Bernie Sanders"
"Maine","ME","Stetson",92300425,"Democrat","Bernie Sanders"
"Maine","ME","Stetson",92300425,"Democrat","Hillary Clinton"
"Maine","ME","Stockholm",92300427,"Democrat","Bernie Sanders"
"Maine","ME","Stockton Springs",92300428,"Democrat","Bernie Sanders"
"Maine","ME","Stoneham",92300429,"Democrat","Bernie Sanders"
"Maine","ME","Stonington",92300430,"Democrat","Bernie Sanders"
"Maine","ME","Strong",92300432,"Democrat","Bernie Sanders"
"Maine","ME","Strong",92300432,"Democrat","Hillary Clinton"
"Maine","ME","Sumner",92300434,"Democrat","Bernie Sanders"
"Maine","ME","Swan's Island",92300436,"Democrat","Bernie Sanders"
"Maine","ME","Swan's Island",92300436,"Democrat","Hillary Clinton"
"Maine","ME","Swanville",92300437,"Democrat","Bernie Sanders"
"Maine","ME","Sweden",92300438,"Democrat","Hillary Clinton"
"Maine","ME","Talmadge",92300441,"Democrat","Bernie Sanders"
"Maine","ME","Talmadge",92300441,"Democrat","Hillary Clinton"
"Maine","ME","Temple",92300442,"Democrat","Bernie Sanders"
"Maine","ME","The Forks Plt.",92300443,"Democrat","Bernie Sanders"
"Maine","ME","The Forks Plt.",92300443,"Democrat","Hillary Clinton"
"Maine","ME","Thomaston",92300444,"Democrat","Bernie Sanders"
"Maine","ME","Thorndike",92300445,"Democrat","Bernie Sanders"
"Maine","ME","Tremont",92300450,"Democrat","Bernie Sanders"
"Maine","ME","Trenton",92300451,"Democrat","Bernie Sanders"
"Maine","ME","Unity",92300455,"Democrat","Bernie Sanders"
"Maine","ME","Van Buren",92300457,"Democrat","Hillary Clinton"
"Maine","ME","Vanceboro",92300458,"Democrat","Bernie Sanders"
"Maine","ME","Vanceboro",92300458,"Democrat","Hillary Clinton"
"Maine","ME","Vassalboro",92300459,"Democrat","Bernie Sanders"
"Maine","ME","Veazie",92300460,"Democrat","Bernie Sanders"
"Maine","ME","Verona",92300461,"Democrat","Bernie Sanders"
"Maine","ME","Verona",92300461,"Democrat","Hillary Clinton"
"Maine","ME","Vienna",92300462,"Democrat","Bernie Sanders"
"Maine","ME","Vinalhaven",92300463,"Democrat","Bernie Sanders"
"Maine","ME","Wade",92300464,"Democrat","Hillary Clinton"
"Maine","ME","Waite",92300465,"Democrat","Bernie Sanders"
"Maine","ME","Waite",92300465,"Democrat","Hillary Clinton"
"Maine","ME","Waldo",92300466,"Democrat","Bernie Sanders"
"Maine","ME","Waldo",92300466,"Democrat","Hillary Clinton"
"Maine","ME","Waldoboro",92300467,"Democrat","Bernie Sanders"
"Maine","ME","Wallagrass",92300469,"Democrat","Bernie Sanders"
"Maine","ME","Wallagrass",92300469,"Democrat","Hillary Clinton"
"Maine","ME","Washburn",92300472,"Democrat","Bernie Sanders"
"Maine","ME","Washington Cty Townships",92300535,"Democrat","Bernie Sanders"
"Maine","ME","Washington Cty Townships",92300535,"Democrat","Hillary Clinton"
"Maine","ME","Waterboro",92300474,"Democrat","Bernie Sanders"
"Maine","ME","Webster Plt.",92300478,"Democrat","Bernie Sanders"
"Maine","ME","Webster Plt.",92300478,"Democrat","Hillary Clinton"
"Maine","ME","Weld",92300479,"Democrat","Bernie Sanders"
"Maine","ME","Wellington",92300480,"Democrat","Hillary Clinton"
"Maine","ME","Wesley",92300482,"Democrat","Bernie Sanders"
"Maine","ME","West Bath",92300483,"Democrat","Bernie Sanders"
"Maine","ME","West Forks Plt.",92300486,"Democrat","Bernie Sanders"
"Maine","ME","West Forks Plt.",92300486,"Democrat","Hillary Clinton"
"Maine","ME","West Gardiner",92300487,"Democrat","Bernie Sanders"
"Maine","ME","West Paris",92300490,"Democrat","Bernie Sanders"
"Maine","ME","West Paris",92300490,"Democrat","Hillary Clinton"
"Maine","ME","Westbrook",92300484,"Democrat","Bernie Sanders"
"Maine","ME","Westmanland",92300488,"Democrat","Hillary Clinton"
"Maine","ME","Weston",92300489,"Democrat","Bernie Sanders"
"Maine","ME","Whitefield",92300492,"Democrat","Bernie Sanders"
"Maine","ME","Whitneyville",92300494,"Democrat","Bernie Sanders"
"Maine","ME","Willimantic",92300495,"Democrat","Bernie Sanders"
"Maine","ME","Winslow",92300500,"Democrat","Bernie Sanders"
"Maine","ME","Winter Harbor",92300501,"Democrat","Bernie Sanders"
"Maine","ME","Winterport",92300502,"Democrat","Bernie Sanders"
"Maine","ME","Winterville Plt.",92300503,"Democrat","Bernie Sanders"
"Maine","ME","Winterville Plt.",92300503,"Democrat","Hillary Clinton"
"Maine","ME","Winthrop",92300504,"Democrat","Bernie Sanders"
"Maine","ME","Wiscasset",92300505,"Democrat","Bernie Sanders"
"Maine","ME","Woodland",92300506,"Democrat","Bernie Sanders"
"Maine","ME","Woodville",92300508,"Democrat","Bernie Sanders"
"Maine","ME","Woodville",92300508,"Democrat","Hillary Clinton"
"Maine","ME","Woolwich",92300509,"Democrat","Bernie Sanders"
"Maine","ME","Yarmouth",92300510,"Democrat","Hillary Clinton"
"Maryland","MD","Anne Arundel",24003,"Democrat","Hillary Clinton"
"Maryland","MD","Baltimore City",24510,"Democrat","Hillary Clinton"
"Maryland","MD","Calvert",24009,"Democrat","Hillary Clinton"
"Maryland","MD","Cecil",24015,"Democrat","Hillary Clinton"
"Maryland","MD","Charles",24017,"Democrat","Hillary Clinton"
"Maryland","MD","Frederick",24021,"Democrat","Hillary Clinton"
"Maryland","MD","Garrett",24023,"Democrat","Bernie Sanders"
"Maryland","MD","Harford",24025,"Democrat","Hillary Clinton"
"Maryland","MD","Prince George's",24033,"Democrat","Hillary Clinton"
"Maryland","MD","Queen Anne's",24035,"Democrat","Hillary Clinton"
"Maryland","MD","Somerset",24039,"Democrat","Hillary Clinton"
"Maryland","MD","St. Mary's",24037,"Democrat","Hillary Clinton"
"Maryland","MD","Wicomico",24045,"Democrat","Hillary Clinton"
"Massachusetts","MA","Abington",92500001,"Democrat","Bernie Sanders"
"Massachusetts","MA","Acushnet",92500003,"Democrat","Hillary Clinton"
"Massachusetts","MA","Agawam",92500005,"Democrat","Bernie Sanders"
"Massachusetts","MA","Alford",92500006,"Democrat","Hillary Clinton"
"Massachusetts","MA","Amesbury",92500007,"Democrat","Bernie Sanders"
"Massachusetts","MA","Aquinnah",92500104,"Democrat","Bernie Sanders"
"Massachusetts","MA","Ashburnham",92500011,"Democrat","Bernie Sanders"
"Massachusetts","MA","Ashby",92500012,"Democrat","Bernie Sanders"
"Massachusetts","MA","Ashfield",92500013,"Democrat","Bernie Sanders"
"Massachusetts","MA","Athol",92500015,"Democrat","Bernie Sanders"
"Massachusetts","MA","Attleboro",92500016,"Democrat","Bernie Sanders"
"Massachusetts","MA","Ayer",92500019,"Democrat","Bernie Sanders"
"Massachusetts","MA","Barnstable",92500020,"Democrat","Bernie Sanders"
"Massachusetts","MA","Becket",92500022,"Democrat","Bernie Sanders"
"Massachusetts","MA","Belchertown",92500024,"Democrat","Bernie Sanders"
"Massachusetts","MA","Bellingham",92500025,"Democrat","Bernie Sanders"
"Massachusetts","MA","Berkley",92500027,"Democrat","Bernie Sanders"
"Massachusetts","MA","Bernardston",92500029,"Democrat","Bernie Sanders"
"Massachusetts","MA","Beverly",92500030,"Democrat","Bernie Sanders"
"Massachusetts","MA","Billerica",92500031,"Democrat","Bernie Sanders"
"Massachusetts","MA","Blackstone",92500032,"Democrat","Bernie Sanders"
"Massachusetts","MA","Blandford",92500033,"Democrat","Bernie Sanders"
"Massachusetts","MA","Boston",92500035,"Democrat","Hillary Clinton"
"Massachusetts","MA","Bourne",92500036,"Democrat","Bernie Sanders"
"Massachusetts","MA","Boxborough",92500037,"Democrat","Hillary Clinton"
"Massachusetts","MA","Boxford",92500038,"Democrat","Bernie Sanders"
"Massachusetts","MA","Boylston",92500039,"Democrat","Bernie Sanders"
"Massachusetts","MA","Brewster",92500041,"Democrat","Bernie Sanders"
"Massachusetts","MA","Brimfield",92500043,"Democrat","Bernie Sanders"
"Massachusetts","MA","Brockton",92500044,"Democrat","Hillary Clinton"
"Massachusetts","MA","Buckland",92500047,"Democrat","Bernie Sanders"
"Massachusetts","MA","Carver",92500052,"Democrat","Bernie Sanders"
"Massachusetts","MA","Charlemont",92500053,"Democrat","Bernie Sanders"
"Massachusetts","MA","Chelmsford",92500056,"Democrat","Bernie Sanders"
"Massachusetts","MA","Chicopee",92500061,"Democrat","Bernie Sanders"
"Massachusetts","MA","Chilmark",92500062,"Democrat","Bernie Sanders"
"Massachusetts","MA","Clarksburg",92500063,"Democrat","Bernie Sanders"
"Massachusetts","MA","Cohasset",92500065,"Democrat","Hillary Clinton"
"Massachusetts","MA","Colrain",92500066,"Democrat","Bernie Sanders"
"Massachusetts","MA","Conway",92500068,"Democrat","Bernie Sanders"
"Massachusetts","MA","Cummington",92500069,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dalton",92500070,"Democrat","Bernie Sanders"
"Massachusetts","MA","Danvers",92500071,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dartmouth",92500072,"Democrat","Hillary Clinton"
"Massachusetts","MA","Deerfield",92500074,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dennis",92500075,"Democrat","Hillary Clinton"
"Massachusetts","MA","Dighton",92500076,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dracut",92500079,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dudley",92500080,"Democrat","Bernie Sanders"
"Massachusetts","MA","Dunstable",92500081,"Democrat","Bernie Sanders"
"Massachusetts","MA","East Bridgewater",92500083,"Democrat","Bernie Sanders"
"Massachusetts","MA","East Brookfield",92500084,"Democrat","Bernie Sanders"
"Massachusetts","MA","East Longmeadow",92500087,"Democrat","Hillary Clinton"
"Massachusetts","MA","Eastham",92500085,"Democrat","Bernie Sanders"
"Massachusetts","MA","Easthampton",92500086,"Democrat","Bernie Sanders"
"Massachusetts","MA","Edgartown",92500089,"Democrat","Bernie Sanders"
"Massachusetts","MA","Egremont",92500090,"Democrat","Bernie Sanders"
"Massachusetts","MA","Erving",92500091,"Democrat","Bernie Sanders"
"Massachusetts","MA","Everett",92500093,"Democrat","Hillary Clinton"
"Massachusetts","MA","Fairhaven",92500094,"Democrat","Bernie Sanders"
"Massachusetts","MA","Fitchburg",92500097,"Democrat","Bernie Sanders"
"Massachusetts","MA","Florida",92500098,"Democrat","Bernie Sanders"
"Massachusetts","MA","Foxborough",92500099,"Democrat","Bernie Sanders"
"Massachusetts","MA","Framingham",92500100,"Democrat","Hillary Clinton"
"Massachusetts","MA","Freetown",92500102,"Democrat","Bernie Sanders"
"Massachusetts","MA","Gardner",92500103,"Democrat","Bernie Sanders"
"Massachusetts","MA","Gill",92500106,"Democrat","Bernie Sanders"
"Massachusetts","MA","Gosnold",92500109,"Democrat","Bernie Sanders"
"Massachusetts","MA","Great Barrington",92500113,"Democrat","Bernie Sanders"
"Massachusetts","MA","Greenfield",92500114,"Democrat","Bernie Sanders"
"Massachusetts","MA","Groveland",92500116,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hadley",92500117,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hanson",92500123,"Democrat","Bernie Sanders"
"Massachusetts","MA","Harvard",92500125,"Democrat","Hillary Clinton"
"Massachusetts","MA","Harwich",92500126,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hatfield",92500127,"Democrat","Bernie Sanders"
"Massachusetts","MA","Haverhill",92500128,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hawley",92500129,"Democrat","Bernie Sanders"
"Massachusetts","MA","Heath",92500130,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hingham",92500131,"Democrat","Hillary Clinton"
"Massachusetts","MA","Holbrook",92500133,"Democrat","Hillary Clinton"
"Massachusetts","MA","Holliston",92500136,"Democrat","Bernie Sanders"
"Massachusetts","MA","Holyoke",92500137,"Democrat","Hillary Clinton"
"Massachusetts","MA","Hopedale",92500138,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hubbardston",92500140,"Democrat","Bernie Sanders"
"Massachusetts","MA","Hull",92500142,"Democrat","Bernie Sanders"
"Massachusetts","MA","Ipswich",92500144,"Democrat","Bernie Sanders"
"Massachusetts","MA","Kingston",92500145,"Democrat","Bernie Sanders"
"Massachusetts","MA","Lanesborough",92500148,"Democrat","Bernie Sanders"
"Massachusetts","MA","Lenox",92500152,"Democrat","Hillary Clinton"
"Massachusetts","MA","Leominster",92500153,"Democrat","Bernie Sanders"
"Massachusetts","MA","Leverett",92500154,"Democrat","Bernie Sanders"
"Massachusetts","MA","Lexington",92500155,"Democrat","Hillary Clinton"
"Massachusetts","MA","Leyden",92500156,"Democrat","Bernie Sanders"
"Massachusetts","MA","Littleton",92500158,"Democrat","Bernie Sanders"
"Massachusetts","MA","Longmeadow",92500159,"Democrat","Hillary Clinton"
"Massachusetts","MA","Lynnfield",92500164,"Democrat","Hillary Clinton"
"Massachusetts","MA","Malden",92500165,"Democrat","Hillary Clinton"
"Massachusetts","MA","Marblehead",92500168,"Democrat","Hillary Clinton"
"Massachusetts","MA","Mashpee",92500172,"Democrat","Hillary Clinton"
"Massachusetts","MA","Mattapoisett",92500173,"Democrat","Bernie Sanders"
"Massachusetts","MA","Maynard",92500174,"Democrat","Bernie Sanders"
"Massachusetts","MA","Medfield",92500175,"Democrat","Hillary Clinton"
"Massachusetts","MA","Melrose",92500178,"Democrat","Hillary Clinton"
"Massachusetts","MA","Merrimac",92500180,"Democrat","Bernie Sanders"
"Massachusetts","MA","Methuen",92500181,"Democrat","Bernie Sanders"
"Massachusetts","MA","Methuen",92500181,"Democrat","Hillary Clinton"
"Massachusetts","MA","Middleborough",92500182,"Democrat","Bernie Sanders"
"Massachusetts","MA","Middleton",92500184,"Democrat","Hillary Clinton"
"Massachusetts","MA","Millbury",92500186,"Democrat","Bernie Sanders"
"Massachusetts","MA","Millis",92500187,"Democrat","Bernie Sanders"
"Massachusetts","MA","Millville",92500188,"Democrat","Bernie Sanders"
"Massachusetts","MA","Monson",92500191,"Democrat","Bernie Sanders"
"Massachusetts","MA","Montague",92500192,"Democrat","Bernie Sanders"
"Massachusetts","MA","Mount Washington",92500195,"Democrat","Bernie Sanders"
"Massachusetts","MA","Nahant",92500196,"Democrat","Hillary Clinton"
"Massachusetts","MA","Nantucket",92500197,"Democrat","Bernie Sanders"
"Massachusetts","MA","Natick",92500198,"Democrat","Hillary Clinton"
"Massachusetts","MA","Needham",92500199,"Democrat","Hillary Clinton"
"Massachusetts","MA","New Ashford",92500200,"Democrat","Bernie Sanders"
"Massachusetts","MA","New Bedford",92500201,"Democrat","Hillary Clinton"
"Massachusetts","MA","New Braintree",92500202,"Democrat","Bernie Sanders"
"Massachusetts","MA","New Marlborough",92500205,"Democrat","Hillary Clinton"
"Massachusetts","MA","New Salem",92500206,"Democrat","Bernie Sanders"
"Massachusetts","MA","Newburyport",92500204,"Democrat","Bernie Sanders"
"Massachusetts","MA","North Adams",92500209,"Democrat","Bernie Sanders"
"Massachusetts","MA","North Andover",92500211,"Democrat","Hillary Clinton"
"Massachusetts","MA","North Attleborough",92500212,"Democrat","Bernie Sanders"
"Massachusetts","MA","North Brookfield",92500215,"Democrat","Bernie Sanders"
"Massachusetts","MA","North Reading",92500217,"Democrat","Bernie Sanders"
"Massachusetts","MA","Northborough",92500213,"Democrat","Bernie Sanders"
"Massachusetts","MA","Northbridge",92500214,"Democrat","Bernie Sanders"
"Massachusetts","MA","Norwell",92500219,"Democrat","Bernie Sanders"
"Massachusetts","MA","Norwood",92500220,"Democrat","Hillary Clinton"
"Massachusetts","MA","Oak Bluffs",92500221,"Democrat","Bernie Sanders"
"Massachusetts","MA","Oakham",92500222,"Democrat","Bernie Sanders"
"Massachusetts","MA","Palmer",92500227,"Democrat","Bernie Sanders"
"Massachusetts","MA","Paxton",92500228,"Democrat","Bernie Sanders"
"Massachusetts","MA","Peabody",92500229,"Democrat","Hillary Clinton"
"Massachusetts","MA","Pelham",92500230,"Democrat","Bernie Sanders"
"Massachusetts","MA","Pepperell",92500232,"Democrat","Bernie Sanders"
"Massachusetts","MA","Petersham",92500234,"Democrat","Bernie Sanders"
"Massachusetts","MA","Phillipston",92500235,"Democrat","Bernie Sanders"
"Massachusetts","MA","Plainville",92500238,"Democrat","Bernie Sanders"
"Massachusetts","MA","Plympton",92500240,"Democrat","Bernie Sanders"
"Massachusetts","MA","Princeton",92500241,"Democrat","Bernie Sanders"
"Massachusetts","MA","Provincetown",92500242,"Democrat","Hillary Clinton"
"Massachusetts","MA","Quincy",92500243,"Democrat","Bernie Sanders"
"Massachusetts","MA","Raynham",92500245,"Democrat","Bernie Sanders"
"Massachusetts","MA","Rehoboth",92500247,"Democrat","Bernie Sanders"
"Massachusetts","MA","Revere",92500248,"Democrat","Hillary Clinton"
"Massachusetts","MA","Rowe",92500253,"Democrat","Bernie Sanders"
"Massachusetts","MA","Rowley",92500254,"Democrat","Bernie Sanders"
"Massachusetts","MA","Royalston",92500255,"Democrat","Bernie Sanders"
"Massachusetts","MA","Sandisfield",92500260,"Democrat","Bernie Sanders"
"Massachusetts","MA","Sandwich",92500261,"Democrat","Bernie Sanders"
"Massachusetts","MA","Saugus",92500262,"Democrat","Bernie Sanders"
"Massachusetts","MA","Savoy",92500263,"Democrat","Bernie Sanders"
"Massachusetts","MA","Seekonk",92500265,"Democrat","Bernie Sanders"
"Massachusetts","MA","Sherborn",92500269,"Democrat","Hillary Clinton"
"Massachusetts","MA","Shutesbury",92500272,"Democrat","Bernie Sanders"
"Massachusetts","MA","South Hadley",92500278,"Democrat","Bernie Sanders"
"Massachusetts","MA","Southborough",92500276,"Democrat","Hillary Clinton"
"Massachusetts","MA","Southbridge",92500277,"Democrat","Hillary Clinton"
"Massachusetts","MA","Southwick",92500279,"Democrat","Bernie Sanders"
"Massachusetts","MA","Spencer",92500280,"Democrat","Bernie Sanders"
"Massachusetts","MA","Stoughton",92500285,"Democrat","Hillary Clinton"
"Massachusetts","MA","Stow",92500286,"Democrat","Hillary Clinton"
"Massachusetts","MA","Sturbridge",92500287,"Democrat","Bernie Sanders"
"Massachusetts","MA","Swampscott",92500291,"Democrat","Hillary Clinton"
"Massachusetts","MA","Swansea",92500292,"Democrat","Hillary Clinton"
"Massachusetts","MA","Taunton",92500293,"Democrat","Hillary Clinton"
"Massachusetts","MA","Templeton",92500294,"Democrat","Bernie Sanders"
"Massachusetts","MA","Tewksbury",92500295,"Democrat","Bernie Sanders"
"Massachusetts","MA","Tisbury",92500296,"Democrat","Bernie Sanders"
"Massachusetts","MA","Tolland",92500297,"Democrat","Bernie Sanders"
"Massachusetts","MA","Topsfield",92500298,"Democrat","Bernie Sanders"
"Massachusetts","MA","Townsend",92500299,"Democrat","Bernie Sanders"
"Massachusetts","MA","Truro",92500300,"Democrat","Hillary Clinton"
"Massachusetts","MA","Tyngsborough",92500301,"Democrat","Bernie Sanders"
"Massachusetts","MA","Tyringham",92500302,"Democrat","Hillary Clinton"
"Massachusetts","MA","Upton",92500303,"Democrat","Bernie Sanders"
"Massachusetts","MA","Uxbridge",92500304,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wakefield",92500305,"Democrat","Hillary Clinton"
"Massachusetts","MA","Wales",92500306,"Democrat","Bernie Sanders"
"Massachusetts","MA","Walpole",92500307,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wareham",92500310,"Democrat","Bernie Sanders"
"Massachusetts","MA","Warwick",92500312,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wayland",92500315,"Democrat","Hillary Clinton"
"Massachusetts","MA","Wellesley",92500317,"Democrat","Hillary Clinton"
"Massachusetts","MA","Wellfleet",92500318,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wendell",92500319,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wenham",92500320,"Democrat","Hillary Clinton"
"Massachusetts","MA","West Boylston",92500322,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Bridgewater",92500323,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Brookfield",92500324,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Newbury",92500329,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Springfield",92500332,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Stockbridge",92500333,"Democrat","Bernie Sanders"
"Massachusetts","MA","West Tisbury",92500334,"Democrat","Bernie Sanders"
"Massachusetts","MA","Westborough",92500321,"Democrat","Hillary Clinton"
"Massachusetts","MA","Westhampton",92500327,"Democrat","Bernie Sanders"
"Massachusetts","MA","Westwood",92500335,"Democrat","Hillary Clinton"
"Massachusetts","MA","Weymouth",92500336,"Democrat","Bernie Sanders"
"Massachusetts","MA","Whately",92500337,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wilbraham",92500339,"Democrat","Bernie Sanders"
"Massachusetts","MA","Winchendon",92500343,"Democrat","Bernie Sanders"
"Massachusetts","MA","Woburn",92500347,"Democrat","Bernie Sanders"
"Massachusetts","MA","Worthington",92500349,"Democrat","Bernie Sanders"
"Massachusetts","MA","Wrentham",92500350,"Democrat","Bernie Sanders"
"Michigan","MI","Alcona",26001,"Democrat","Hillary Clinton"
"Michigan","MI","Alger",26003,"Democrat","Bernie Sanders"
"Michigan","MI","Allegan",26005,"Democrat","Bernie Sanders"
"Michigan","MI","Alpena",26007,"Democrat","Bernie Sanders"
"Michigan","MI","Antrim",26009,"Democrat","Bernie Sanders"
"Michigan","MI","Arenac",26011,"Democrat","Bernie Sanders"
"Michigan","MI","Baraga",26013,"Democrat","Bernie Sanders"
"Michigan","MI","Barry",26015,"Democrat","Bernie Sanders"
"Michigan","MI","Benzie",26019,"Democrat","Bernie Sanders"
"Michigan","MI","Branch",26023,"Democrat","Bernie Sanders"
"Michigan","MI","Charlevoix",26029,"Democrat","Bernie Sanders"
"Michigan","MI","Cheboygan",26031,"Democrat","Bernie Sanders"
"Michigan","MI","Chippewa",26033,"Democrat","Bernie Sanders"
"Michigan","MI","Clare",26035,"Democrat","Bernie Sanders"
"Michigan","MI","Dickinson",26043,"Democrat","Bernie Sanders"
"Michigan","MI","Eaton",26045,"Democrat","Bernie Sanders"
"Michigan","MI","Emmet",26047,"Democrat","Bernie Sanders"
"Michigan","MI","Gladwin",26051,"Democrat","Bernie Sanders"
"Michigan","MI","Gogebic",26053,"Democrat","Bernie Sanders"
"Michigan","MI","Grand Traverse",26055,"Democrat","Bernie Sanders"
"Michigan","MI","Gratiot",26057,"Democrat","Bernie Sanders"
"Michigan","MI","Hillsdale",26059,"Democrat","Bernie Sanders"
"Michigan","MI","Houghton",26061,"Democrat","Bernie Sanders"
"Michigan","MI","Huron",26063,"Democrat","Bernie Sanders"
"Michigan","MI","Ingham",26065,"Democrat","Bernie Sanders"
"Michigan","MI","Ionia",26067,"Democrat","Bernie Sanders"
"Michigan","MI","Iosco",26069,"Democrat","Bernie Sanders"
"Michigan","MI","Isabella",26073,"Democrat","Bernie Sanders"
"Michigan","MI","Kalamazoo",26077,"Democrat","Bernie Sanders"
"Michigan","MI","Kalkaska",26079,"Democrat","Bernie Sanders"
"Michigan","MI","Kent",26081,"Democrat","Bernie Sanders"
"Michigan","MI","Keweenaw",26083,"Democrat","Bernie Sanders"
"Michigan","MI","Lapeer",26087,"Democrat","Bernie Sanders"
"Michigan","MI","Leelanau",26089,"Democrat","Bernie Sanders"
"Michigan","MI","Lenawee",26091,"Democrat","Bernie Sanders"
"Michigan","MI","Luce",26095,"Democrat","Bernie Sanders"
"Michigan","MI","Mackinac",26097,"Democrat","Bernie Sanders"
"Michigan","MI","Macomb",26099,"Democrat","Hillary Clinton"
"Michigan","MI","Manistee",26101,"Democrat","Bernie Sanders"
"Michigan","MI","Marquette",26103,"Democrat","Bernie Sanders"
"Michigan","MI","Mecosta",26107,"Democrat","Bernie Sanders"
"Michigan","MI","Missaukee",26113,"Democrat","Bernie Sanders"
"Michigan","MI","Montcalm",26117,"Democrat","Bernie Sanders"
"Michigan","MI","Montmorency",26119,"Democrat","Hillary Clinton"
"Michigan","MI","Muskegon",26121,"Democrat","Bernie Sanders"
"Michigan","MI","Newaygo",26123,"Democrat","Bernie Sanders"
"Michigan","MI","Oceana",26127,"Democrat","Bernie Sanders"
"Michigan","MI","Ogemaw",26129,"Democrat","Bernie Sanders"
"Michigan","MI","Ontonagon",26131,"Democrat","Bernie Sanders"
"Michigan","MI","Oscoda",26135,"Democrat","Bernie Sanders"
"Michigan","MI","Otsego",26137,"Democrat","Bernie Sanders"
"Michigan","MI","Ottawa",26139,"Democrat","Bernie Sanders"
"Michigan","MI","Roscommon",26143,"Democrat","Bernie Sanders"
"Michigan","MI","Saginaw",26145,"Democrat","Hillary Clinton"
"Michigan","MI","Sanilac",26151,"Democrat","Bernie Sanders"
"Michigan","MI","Schoolcraft",26153,"Democrat","Bernie Sanders"
"Michigan","MI","Shiawassee",26155,"Democrat","Bernie Sanders"
"Michigan","MI","St. Joseph",26149,"Democrat","Bernie Sanders"
"Michigan","MI","Tuscola",26157,"Democrat","Bernie Sanders"
"Michigan","MI","Washtenaw",26161,"Democrat","Bernie Sanders"
"Michigan","MI","Wexford",26165,"Democrat","Bernie Sanders"
"Mississippi","MS","Adams",28001,"Democrat","Hillary Clinton"
"Mississippi","MS","Alcorn",28003,"Democrat","Hillary Clinton"
"Mississippi","MS","Amite",28005,"Democrat","Hillary Clinton"
"Mississippi","MS","Attala",28007,"Democrat","Hillary Clinton"
"Mississippi","MS","Benton",28009,"Democrat","Hillary Clinton"
"Mississippi","MS","Bolivar",28011,"Democrat","Hillary Clinton"
"Mississippi","MS","Carroll",28015,"Democrat","Hillary Clinton"
"Mississippi","MS","Chickasaw",28017,"Democrat","Hillary Clinton"
"Mississippi","MS","Choctaw",28019,"Democrat","Hillary Clinton"
"Mississippi","MS","Claiborne",28021,"Democrat","Hillary Clinton"
"Mississippi","MS","Clay",28025,"Democrat","Hillary Clinton"
"Mississippi","MS","Coahoma",28027,"Democrat","Hillary Clinton"
"Mississippi","MS","Copiah",28029,"Democrat","Hillary Clinton"
"Mississippi","MS","Covington",28031,"Democrat","Hillary Clinton"
"Mississippi","MS","Forrest",28035,"Democrat","Hillary Clinton"
"Mississippi","MS","George",28039,"Democrat","Hillary Clinton"
"Mississippi","MS","Grenada",28043,"Democrat","Hillary Clinton"
"Mississippi","MS","Hinds",28049,"Democrat","Hillary Clinton"
"Mississippi","MS","Holmes",28051,"Democrat","Hillary Clinton"
"Mississippi","MS","Humphreys",28053,"Democrat","Hillary Clinton"
"Mississippi","MS","Issaquena",28055,"Democrat","Hillary Clinton"
"Mississippi","MS","Itawamba",28057,"Democrat","Hillary Clinton"
"Mississippi","MS","Jasper",28061,"Democrat","Hillary Clinton"
"Mississippi","MS","Jeff Davis",28065,"Democrat","Hillary Clinton"
"Mississippi","MS","Jefferson",28063,"Democrat","Hillary Clinton"
"Mississippi","MS","Jones",28067,"Democrat","Hillary Clinton"
"Mississippi","MS","Kemper",28069,"Democrat","Hillary Clinton"
"Mississippi","MS","Lauderdale",28075,"Democrat","Hillary Clinton"
"Mississippi","MS","Lawrence",28077,"Democrat","Hillary Clinton"
"Mississippi","MS","Leake",28079,"Democrat","Hillary Clinton"
"Mississippi","MS","Leflore",28083,"Democrat","Hillary Clinton"
"Mississippi","MS","Madison",28089,"Democrat","Hillary Clinton"
