"Value","CountryName","IndicatorName"
2.14687694390574,"St. Vincent and the Grenadines","CO2 emissions (metric tons per capita)"
6231.71323231461,"St. Vincent and the Grenadines","GDP per capita (current US$)"
0.341750838615107,"Sudan","CO2 emissions (metric tons per capita)"
1421.53294242954,"Sudan","GDP per capita (current US$)"
4.62142737208598,"Suriname","CO2 emissions (metric tons per capita)"
8430.90596506227,"Suriname","GDP per capita (current US$)"
0.869767204068565,"Swaziland","CO2 emissions (metric tons per capita)"
2956.69679468117,"Swaziland","GDP per capita (current US$)"
5.60600049519488,"Sweden","CO2 emissions (metric tons per capita)"
52076.4305245885,"Sweden","GDP per capita (current US$)"
4.95249925590189,"Switzerland","CO2 emissions (metric tons per capita)"
74277.1205125567,"Switzerland","GDP per capita (current US$)"
2.97174107200167,"Syrian Arab Republic","CO2 emissions (metric tons per capita)"
0.373872943468058,"Tajikistan","CO2 emissions (metric tons per capita)"
744.189892165383,"Tajikistan","GDP per capita (current US$)"
0.150058649211557,"Tanzania","CO2 emissions (metric tons per capita)"
708.521932325363,"Tanzania","GDP per capita (current US$)"
4.47042614871008,"Thailand","CO2 emissions (metric tons per capita)"
5111.90920222917,"Thailand","GDP per capita (current US$)"
0.171932157361763,"Timor-Leste","CO2 emissions (metric tons per capita)"
875.836569271265,"Timor-Leste","GDP per capita (current US$)"
0.269107040674239,"Togo","CO2 emissions (metric tons per capita)"
496.482494202806,"Togo","GDP per capita (current US$)"
1.12888298844603,"Tonga","CO2 emissions (metric tons per capita)"
3557.73718366504,"Tonga","GDP per capita (current US$)"
38.3378410429977,"Trinidad and Tobago","CO2 emissions (metric tons per capita)"
15840.4072608684,"Trinidad and Tobago","GDP per capita (current US$)"
2.53561936456467,"Tunisia","CO2 emissions (metric tons per capita)"
4176.61146147134,"Tunisia","GDP per capita (current US$)"
4.12115485547753,"Turkey","CO2 emissions (metric tons per capita)"
10111.5177086398,"Turkey","GDP per capita (current US$)"
11.3581110254969,"Turkmenistan","CO2 emissions (metric tons per capita)"
4392.71958330752,"Turkmenistan","GDP per capita (current US$)"
6.15248604523602,"Turks and Caicos Islands","CO2 emissions (metric tons per capita)"
3238.37576273905,"Tuvalu","GDP per capita (current US$)"
0.108297319376688,"Uganda","CO2 emissions (metric tons per capita)"
608.81302385729,"Uganda","GDP per capita (current US$)"
6.6381520011685,"Ukraine","CO2 emissions (metric tons per capita)"
2973.99648071562,"Ukraine","GDP per capita (current US$)"
20.120957282549,"United Arab Emirates","CO2 emissions (metric tons per capita)"
34341.9112921486,"United Arab Emirates","GDP per capita (current US$)"
7.84165331224773,"United Kingdom","CO2 emissions (metric tons per capita)"
38292.8711313583,"United Kingdom","GDP per capita (current US$)"
17.4847921827813,"United States","CO2 emissions (metric tons per capita)"
48374.0564565966,"United States","GDP per capita (current US$)"
1.91260467743436,"Uruguay","CO2 emissions (metric tons per capita)"
11938.2750545308,"Uruguay","GDP per capita (current US$)"
3.69326768758928,"Uzbekistan","CO2 emissions (metric tons per capita)"
1377.08214046938,"Uzbekistan","GDP per capita (current US$)"
